address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Morgado de Mateus;Vila Mariana;130;3;2;Apartamento;3000;5759;04015-050;Sul
Rua Estela;Vila Mariana;152;6;1;Casa;6000;6755;04011-000;Sul
Rua Afonso de Freitas;Paraíso.;100;2;1;Apartamento;3100;4356;04006-050;Sul
Rua Afonso de Freitas;Paraíso;200;4;3;Apartamento;7500;12370;04006-050;Sul
Rua Doutor Tomás Carvalhal;Paraíso;300;4;3;Apartamento;15000;22110;04006-000;Sul
Rua Doutor Tomás Carvalhal;Paraíso;304;4;3;Apartamento;11250;16380;04006-000;Sul
Rua Afonso de Freitas;Paraíso;160;3;2;Casa;5810;6735;04006-050;Sul
Rua Eça de Queiroz;Vila Mariana;310;3;3;Apartamento;9000;13380;04011-050;Sul
Rua Humberto I;Vila Mariana;125;3;1;Apartamento;7000;8636;04011-060;Sul
Rua Carlos Steinen;Paraíso;220;4;3;Apartamento;11000;14850;04004-000;Sul
Rua Carlos Steinen;Paraíso;201;3;4;Apartamento;7850;10730;04004-000;Sul
Rua Tangará;Vila Mariana;220;2;3;Apartamento;15000;20810;04019-030;Sul
Rua Joaquim Távora;Vila Mariana;180;2;3;Apartamento;9190;12600;04015-010;Sul
Rua Afonso de Freitas;Paraíso;100;3;1;Apartamento;12000;13970;04006-050;Sul
Rua Sampaio Viana;Paraíso;240;3;4;Apartamento;15000;23080;04013-001;Sul
Rua Humberto I;Vila Mariana;179;2;0;Apartamento;3200;4397;04011-060;Sul
Rua Afonso de Freitas;Paraíso;135;2;3;Apartamento;14500;17630;04006-050;Sul
Rua Humberto I;Vila Mariana;47;1;1;Apartamento;3170;4198;04011-060;Sul
Rua Alcino Braga;Paraíso;350;3;1;Casa;12880;14590;04004-020;Sul
Rua Carlos Steinen;Paraíso;40;1;2;Apartamento;1904;3772;04004-000;Sul
Rua Afonso de Freitas;Paraíso;147;3;0;Apartamento;6000;8902;04006-050;Sul
Rua José Antônio Coelho;Vila Mariana;72;2;0;Apartamento;3040;3810;04011-060;Sul
Rua França Pinto;Vila Mariana;370;2;4;Casa;7500;8361;04016-000;Sul
Rua Afonso de Freitas;Paraíso;125;3;3;Apartamento;9000;11780;04006-050;Sul
Rua Sampaio Viana;Paraíso;228;4;3;Apartamento;8500;14400;04013-001;Sul
Rua Humberto I;Vila Mariana;160;3;2;Apartamento;8625;11040;04011-060;Sul
Rua Afonso de Freitas;Paraíso;200;2;1;Apartamento;5328;7929;04006-050;Sul
Rua Afonso de Freitas;Paraíso;193;4;1;Apartamento;6500;9285;04006-050;Sul
Rua Ambrosina de Macedo;Vila Mariana;145;4;1;Casa;5700;6109;04013-030;Sul
Rua Estela;Vila Mariana;200;3;2;Casa;11250;12350;04011-000;Sul
Rua José Antônio Coelho;Vila Mariana;179;4;0;Apartamento;4725;6590;04011-060;Sul
Rua Cubatão;Vila Mariana;88;2;0;Apartamento;2810;3868;04013-000;Sul
Rua Cubatão;Vila Mariana;110;3;1;Apartamento;3100;3986;04013-000;Sul
Rua Eça de Queiroz;Vila Mariana;80;3;0;Apartamento;2000;2927;04011-050;Sul
Rua Coronel Oscar Porto;Paraíso;105;2;1;Apartamento;4080;5861;04003-000;Sul
Rua França Pinto;Vila Mariana;145;4;2;Apartamento;6350;9027;04016-000;Sul
Rua José Antônio Coelho;Vila Mariana;136;3;2;Apartamento;13000;15990;04011-060;Sul
Rua Afonso de Freitas;Paraíso;66;2;1;Apartamento;10000;10390;04006-050;Sul
Rua Cubatão;Vila Mariana;25;1;0;Studio e kitnet;4350;4906;04013-000;Sul
Rua Cubatão;Vila Mariana;120;2;0;Apartamento;3500;4162;04013-000;Sul
Rua Jorge Chammas;Vila Mariana;350;4;2;Casa;6000;6893;04016-070;Sul
Rua Carlos Steinen;Paraíso;254;3;3;Apartamento;8000;14910;04004-000;Sul
Rua Sargento José Spessoto;Vila Mariana;60;1;1;Casa;2100;2647;04016-060;Sul
Rua Coronel Oscar Porto;Paraíso;75;2;1;Apartamento;2550;4232;04003-000;Sul
Rua Eça de Queiróz;Vila Mariana;76;3;1;Apartamento;3500;5673;04011-050;Sul
Rua Sampaio Viana;Vila Mariana;100;3;2;Apartamento;11500;15390;04013-001;Sul
Rua Sampaio Viana;Vila Mariana;60;2;2;Apartamento;4500;7641;04013-001;Sul
Rua Sampaio Viana;Vila Mariana;50;2;1;Apartamento;3590;6713;04013-001;Sul
Rua Sampaio Viana;Paraíso;65;2;2;Apartamento;4540;8000;04013-001;Sul
Rua Bueno Brandão;Vila Nova Conceição;18;1;0;Studio e kitnet;3160;4391;04509-020;Sul
Rua Jacques Félix;Vila Nova Conceição;85;2;1;Apartamento;9900;12030;04543-120;Sul
Rua Bueno Brandão;Vila Nova Conceição;100;4;1;Apartamento;5850;7589;04509-020;Sul
Rua Brás Cardoso;Vila Nova Conceição;42;1;1;Apartamento;7300;9291;04510-030;Sul
Avenida Santo Amaro;Vila Nova Conceição;127;3;1;Apartamento;5625;7976;04506-000;Sul
Avenida Santo Amaro;Vila Nova Conceição;42;1;0;Apartamento;2958;3771;04506-000;Sul
Avenida Santo Amaro;Vila Nova Conceição;47;1;0;Apartamento;3708;4653;04506-000;Sul
Rua João Lourenço;Vila Nova Conceição;161;3;2;Apartamento;14000;18070;04508-030;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;210;4;4;Apartamento;13000;17890;04510-000;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;35;1;1;Apartamento;2092;3545;04510-000;Sul
Rua Doutor Sodré;Vila Nova Conceição;132;3;2;Casa;7880;9198;04535-110;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;70;1;1;Apartamento;5200;7672;04510-000;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;61;2;1;Apartamento;4000;6291;04510-000;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;45;1;1;Apartamento;4550;6767;04510-000;Sul
Rua Domingos Leme;Vila Nova Conceição;158;4;3;Apartamento;12000;16230;04510-040;Sul
Rua João Lourenço;Vila Nova Conceição;96;2;1;Apartamento;3500;5440;04508-030;Sul
Rua Afonso Braz;Vila Nova Conceição;42;1;1;Apartamento;3900;5385;04501-001;Sul
Rua Doutor Guilherme Bannitz;Itaim Bibi;40;1;1;Apartamento;4900;5934;04532-060;Sul
Rua Dr.guilherme Bannitz;Vila Nova Conceição;47;1;1;Apartamento;9800;11210;04532-060;Sul
Rua Arminda;Vila Olímpia;65;2;1;Apartamento;3760;5094;04545-100;Sul
Rua Doutor Guilherme Bannitz;Itaim Bibi;81;3;1;Apartamento;3700;4227;04532-060;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;150;4;2;Apartamento;12000;15480;04545-090;Sul
Rua Doutor Guilherme Bannitz;Itaim Bibi;136;3;1;Apartamento;5900;7590;04532-060;Sul
Rua Balthazar da Veiga;Vila Nova Conceição;172;3;2;Apartamento;11480;14520;04510-000;Sul
Rua Afonso Braz;Vila Nova Conceição;107;1;1;Apartamento;5850;7385;04501-001;Sul
R. Afonso Braz - Vila Nova Conceição, São Paulo - Sp, Brasil;Vila Nova Conceição;26;1;0;Studio e kitnet;3410;4145;04501-001;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;46;1;1;Apartamento;3412;4482;04537-080;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;82;2;1;Apartamento;9500;11150;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;100;3;1;Apartamento;4999;6642;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;78;2;1;Apartamento;4200;5571;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Olímpia;96;2;1;Apartamento;4038;5534;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Olímpia;76;2;1;Apartamento;3300;4589;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;108;3;1;Apartamento;3713;5345;04543-120;Sul
Rua Monte Aprazível;Vila Nova Conceição;161;3;4;Apartamento;15000;19850;04513-031;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;76;2;1;Apartamento;5000;6505;04543-120;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;77;2;1;Apartamento;3300;4442;04543-120;Sul
Rua Monte Aprazível;Vila Nova Conceição;38;1;1;Apartamento;2500;4130;04513-031;Sul
Rua Gararu;Moema;165;4;2;Casa;12000;13060;04513-060;Sul
Rua Santa Justina;Vila Olímpia;32;1;1;Studio e kitnet;4999;5432;04545-040;Sul
Rua Benedito Lapin;Itaim Bibi;125;2;3;Apartamento;15000;19040;04532-040;Sul
Rua Diogo Jácome;Vila Nova Conceição;50;1;1;Apartamento;4650;6097;04512-000;Sul
Avenida Santo Amaro;Vila Nova Conceição;26;1;0;Apartamento;4850;5604;04506-000;Sul
Rua Benedito Lapin;Itaim Bibi;151;3;3;Apartamento;13500;18270;04532-040;Sul
Rua Marcos Lopes;Vila Nova Conceição;169;3;3;Apartamento;13500;19320;04513-080;Sul
Rua Damiro de Oliveira Volpe;Vila Nova Conceição;250;2;3;Casa;7600;9466;04544-020;Sul
Rua Marcondésia;Chácara Monte Alegre;269;3;4;Casa;15000;16120;04645-040;Sul
Rua Marituba;Chácara Monte Alegre;250;4;2;Casa;10000;11030;04645-020;Sul
Rua Doutor Rubens de Azevedo Marques;Chácara Monte Alegre;359;4;4;Casa;12000;13840;04646-071;Sul
Rua Breves;Chácara Monte Alegre;450;4;3;Casa;8000;10340;04647-000;Sul
Rua Guilherme Asbahr Neto;Chácara Monte Alegre;250;3;3;Casa;5890;6665;04646-000;Sul
Rua Jacatirão;Santo Amaro;380;4;4;Casa;11250;12130;04647-010;Sul
Avenida Professor Vicente Rao;Santo Amaro;160;3;2;Casa;3150;3584;04605-000;Sul
Rua Doutor Domingos de Sylos;Brooklin Paulista;220;4;2;Casa;6500;6776;04623-110;Sul
Rua Jacatirão;Santo Amaro;463;4;5;Casa;11250;13370;04647-010;Sul
Rua Estuário;Chácara Monte Alegre;532;6;4;Casa;15000;18050;04662-002;Sul
Rua Nicolau da Rocha Vita;Brooklin Paulista;200;3;2;Casa;10000;11130;04622-020;Sul
Rua Adolfo Casais Monteiro;Vila Nova Caledônia;332;4;4;Casa;7800;9256;04648-007;Sul
Rua Apuá;Chácara Monte Alegre;500;4;6;Casa;11250;16000;04645-110;Sul
Rua Luís de França Júnior;Vila Nova Caledonia;250;4;5;Casa em condomínio;10000;13210;04648-070;Sul
Rua Luís de França Júnior;Vila Nova Caledonia;270;4;3;Casa em condomínio;12000;15040;04648-070;Sul
Rua Doutor Francisco Malta Cardoso;Jardim Cordeiro;400;3;4;Casa;11250;16670;04640-110;Sul
Rua Jocelyn Bennaton;Vila Nova Caledonia;115;3;2;Casa;4500;4720;04648-100;Sul
Rua dos Cafezais;Vila Santa Catarina;93;3;3;Apartamento;5980;7540;04364-000;Sul
Rua dos Cafezais;Vila Santa Catarina;136;3;2;Apartamento;6964;8403;04364-000;Sul
Rua das Flechas;Vila Santa Catarina;302;4;3;Casa;6250;7423;04364-030;Sul
Rua Canumá;Jardim dos Estados;365;3;4;Casa;15000;17120;04642-040;Sul
Rua Canumá;Jardim dos Estados;365;4;4;Casa;11250;13140;04642-040;Sul
Rua das Flechas;Vila Santa Catarina;30;1;1;Apartamento;3290;3965;04364-030;Sul
Rua das Flechas;Vila Santa Catarina;103;3;2;Apartamento;4200;5969;04364-030;Sul
Rua Aristides da Silveira Lobo;Jardim Prudência;315;4;5;Casa;8400;9390;04648-180;Sul
Avenida Washington Luís;Santo Amaro;310;3;3;Apartamento;13000;17870;04626-911;Sul
Rua das Flechas;Vila Santa Catarina;80;2;1;Apartamento;5500;6956;04364-030;Sul
Rua das Flechas;Vila Santa Catarina;78;2;1;Apartamento;3370;4697;04364-030;Sul
Rua Antônio Pereira Mendes;Jardim Prudência;150;1;1;Apartamento;1430;2183;04648-235;Sul
Rua Aracuípe;Jardim Prudência;116;2;2;Apartamento;4120;5441;04649-020;Sul
Rua República do Iraque;Brooklin Paulista;377;4;5;Casa;12500;14290;04611-000;Sul
Rua Acarituba;Santo Amaro;450;4;4;Casa;15000;19750;04713-010;Sul
Rua Professor Henrique Neves Lefevre;Jardim Petropolis;250;5;3;Casa;6500;7401;04637-000;Sul
Rua das Flechas;Vila Santa Catarina;77;3;1;Apartamento;1550;2502;04364-030;Sul
Rua Sincorá;Jardim Umuarama;100;3;2;Apartamento;2754;4504;04650-000;Sul
Rua Cristóvão Pereira;Campo Belo;500;5;4;Casa;14000;16590;04620-012;Sul
Rua Xapanã;Jardim Los Angeles;500;3;5;Casa;2500;3908;04648-285;Sul
Rua Ministro Coriolano de Gois;Jardim Marajoara;450;5;3;Casa;11380;12800;04664-100;Sul
Rua Professor Henrique Neves Lefévre;Jardim Petropolis;415;4;6;Casa;11250;12550;04637-000;Sul
Rua Padre Bento Ibáñez;Jardim Prudência;223;4;2;Casa;4610;5047;04649-030;Sul
Rua Ministro Coriolano de Góis;Jardim Marajoara;400;6;5;Casa;15000;16470;04664-100;Sul
Rua Ministro José Geraldo Rodrigues Alckmin;Santo Amaro;418;5;3;Casa;15000;18860;04724-000;Sul
Avenida Manoel dos Reis Araújo;Jardim Marajoara;150;3;6;Casa;6075;7379;04748-000;Sul
Avenida Manoel dos Reis Araújo;Jardim Marajoara;270;3;4;Casa;10500;11800;04748-000;Sul
Rua Francisco Teles Dourado;Jardim Prudência;170;3;1;Casa;2910;3239;04649-040;Sul
Rua Sincorá;Jardim Umuarama;260;3;4;Casa;4200;4660;04650-000;Sul
Rua Conde de Porto Alegre;Campo Belo;482;4;4;Casa;11250;15060;04637-040;Sul
Rua República do Iraque;Brooklin Paulista;400;4;4;Casa em condomínio;14000;18690;04611-000;Sul
Rua Josephina Martinelli da Silva;Vila Santa Catarina;160;3;1;Casa;6500;6842;04368-020;Sul
Rua Marina Saddi Haidar;Jardim Umuarama;140;3;2;Casa;3930;4346;04650-050;Sul
Rua Maria José Rangel;Vila Sao Paulo;193;4;2;Casa;3750;4010;04650-180;Sul
Rua Ministro Álvaro de Sousa Lima;Jardim Marajoara;116;4;2;Apartamento;4000;6234;04664-020;Sul
Avenida Manoel dos Reis Araújo;Jardim Marajoara;450;3;6;Casa;11250;14230;04748-000;Sul
Av. Ver. José Diniz - Santo Amaro, São Paulo - Sp, Brasil;Santo Amaro;40;1;1;Apartamento;3600;4389;04604-000;Sul
Avenida Manoel dos Reis Araújo;Jardim Marajoara;500;4;2;Casa;8500;10950;04748-000;Sul
Rua Joaquim José Esteves;Santo Amaro;329;4;4;Apartamento;15000;24270;04740-000;Sul
Rua Joaquim José Esteves;Santo Amaro;295;4;3;Apartamento;11000;17640;04740-000;Sul
Rua Joaquim José Esteves;Santo Amaro;329;4;3;Apartamento;15000;26550;04740-000;Sul
Rua Joaquim José Esteves;Santo Amaro;338;4;3;Apartamento;15000;24540;04740-000;Sul
Rua Joaquim José Esteves;Santo Amaro;340;4;3;Apartamento;11250;18890;04740-000;Sul
Rua Doutor Djalma Pinheiro Franco;Vila Santa Catarina;65;1;0;Studio e kitnet;2700;2938;04368-006;Sul
Avenida Washington Luís;Santo Amaro;170;4;3;Apartamento;5600;7937;04626-911;Sul
Avenida Washington Luís;Santo Amaro;180;3;2;Apartamento;5000;7237;04626-911;Sul
Rua Marechal Deodoro;Santo Amaro;37;1;1;Studio e kitnet;3750;4760;04738-000;Sul
Rua Marechal Deodoro;Santo Amaro;37;1;1;Apartamento;3750;4760;04738-000;Sul
Rua República do Iraque;Brooklin Paulista;150;2;1;Casa;3000;3136;04611-000;Sul
Rua João Pimenta;Santo Amaro;185;4;1;Apartamento;8250;13580;04736-040;Sul
Rua São Benedito;Santo Amaro;157;3;2;Apartamento;4220;6306;04849-329;Sul
Rua São Benedito;Santo Amaro;147;3;1;Apartamento;5286;7114;04849-329;Sul
Rua Barão de Jaceguai;Campo Belo;498;3;6;Casa;8430;10210;04605-000;Sul
Rua São Benedito;Santo Amaro;70;1;1;Apartamento;4400;5670;04849-329;Sul
Rua São Benedito;Jardim Novo Santo Amaro;74;2;2;Apartamento;6000;7378;04849-329;Sul
Avenida Washington Luís;Santo Amaro;320;3;3;Apartamento;11000;14830;04626-911;Sul
Avenida Washington Luís;Santo Amaro;280;4;3;Apartamento;8500;12900;04626-911;Sul
Avenida Washington Luís;Santo Amaro;310;4;4;Apartamento;14000;19200;04626-911;Sul
Avenida Washington Luís;Santo Amaro;299;4;3;Apartamento;10000;13960;04626-911;Sul
Rua Xavier Gouveia;Parque Colonial;154;3;3;Apartamento;13500;16280;04610-010;Sul
Avenida Vereador João de Luca;Jardim Prudência;60;2;1;Apartamento;3330;4361;04381-000;Sul
Rua São José;Santo Amaro;330;3;3;Apartamento;12000;18150;04739-000;Sul
Rua Conde de Porto Alegre;Campo Belo;370;4;5;Casa;15000;17160;04637-040;Sul
Avenida Washington Luís;Santo Amaro;305;4;4;Apartamento;14530;19010;04626-911;Sul
Rua São José;Santo Amaro;216;3;4;Apartamento;6000;9954;04739-000;Sul
Rua Zacarias de Gois;Parque Colonial;140;3;1;Casa;4200;4628;04610-060;Sul
Rua Vicente Leporace;Campo Belo;300;5;4;Casa;13000;13800;04619-030;Sul
Rua Bernardino de Campos;Campo Belo;163;3;2;Casa;5250;5715;04605-000;Sul
Rua José Neves;Vila São Paulo;69;2;1;Apartamento;1990;2854;04650-140;Sul
Rua do Estilo Barroco;Chácara Santo Antônio (zona Sul);180;3;2;Casa;7600;8143;04709-100;Sul
Rua Volta Redonda;Campo Belo;159;3;2;Apartamento;6400;8972;04605-000;Sul
Campo Belo, São Paulo - Sp, 04610-001, Brasil;Campo Belo;260;4;4;Apartamento;11900;16930;04610-001;Sul
Santo Amaro, São Paulo - Sp, 04741-178, Brasil;Santo Amaro;464;4;5;Casa;12000;15000;04741-178;Sul
Rua João Noel Von Sonnleithner;Jardim Santo Antoninho;500;3;3;Casa;7875;8818;04368-050;Sul
Rua José dos Santos Júnior;Campo Belo;350;4;3;Casa;15000;15940;04609-010;Sul
Rua Salto;Paraíso;30;1;0;Studio e kitnet;3600;5247;04001-130;Sul
Rua Salto;Paraíso;30;1;1;Studio e kitnet;3300;4652;04001-130;Sul
Rua Salto;Paraíso;28;1;1;Studio e kitnet;2000;3566;04001-130;Sul
Rua Osório Duque Estrada;Paraíso;242;4;2;Casa;15000;17840;04001-120;Sul
Rua Inês Pereira;Brooklin;70;3;1;Casa;2194;2546;04557-080;Sul
Alameda dos Arapanés;Moema;152;3;1;Apartamento;5000;6632;04524-000;Sul
Rua Correia de Lemos;Chácara Inglesa;134;3;1;Apartamento;4500;5828;04140-000;Sul
Rua Édison;Campo Belo;250;4;4;Apartamento;15000;20680;04618-030;Sul
Rua Pascal;Campo Belo;233;4;4;Apartamento;7960;13790;04601-000;Sul
Rua Juquis;Indianópolis;170;4;2;Apartamento;13200;16070;04081-010;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;151;3;2;Apartamento;7600;10520;04537-080;Sul
Largo Senador Raul Cardoso;Vila Mariana;179;3;2;Apartamento;8000;10990;04021-070;Sul
Rua Araguari;Vila Uberabinha;240;3;3;Apartamento;11030;16440;04514-040;Sul
Rua Padre Machado;Bosque da Saúde;87;3;2;Apartamento;5950;7009;04035-001;Sul
Avenida Moema;Planalto Paulista;100;4;2;Apartamento;7300;8772;04077-020;Sul
Rua Princesa Isabel;Brooklin Paulista;127;3;2;Apartamento;9200;11710;04601-000;Sul
Avenida Onze de Junho;Vila Clementino;130;3;2;Apartamento;4700;6580;04041-000;Sul
Avenida Engenheiro Armando de Arruda Pereira;Jabaquara;21;1;1;Studio e kitnet;1450;1506;04308-000;Sul
Rua das Hortênsias;Mirandópolis;170;4;2;Casa;4100;4634;04051-000;Sul
Avenida Onze de Junho;Vila Clementino;140;4;2;Apartamento;13000;15700;04041-000;Sul
Rua Elvira Ferraz;Vila Olímpia;110;3;1;Apartamento;4600;7007;04552-040;Sul
Rua Borges Lagoa;Vila Clementino;234;4;4;Apartamento;6000;9866;04038-000;Sul
Alameda dos Arapanés;Indianópolis;112;3;3;Apartamento;8000;14600;04524-000;Sul
Alameda dos Araés;Planalto Paulista;367;6;4;Casa;9000;9270;04066-000;Sul
Rua Graúna;Vila Uberabinha;141;0;0;Casa;7000;7208;04506-000;Sul
Rua Michigan;Cidade Monções;180;3;2;Apartamento;9000;12630;04566-000;Sul
Rua José Garbuio;Campo Belo;110;2;1;Casa;4900;5263;04613-010;Sul
Rua João de Sousa Dias;Campo Belo;200;3;3;Apartamento;9500;13220;04618-000;Sul
Rua Guaraiúva;Cidade Monções;400;3;4;Casa;8000;9423;04857-701;Sul
Rua Borges Lagoa;Vila Clementino;135;3;2;Apartamento;4000;6143;04038-000;Sul
Rua Madre Cabrini;Vila Mariana;146;3;2;Apartamento;4000;6091;04117-041;Sul
Rua Barão de Jaceguai;Campo Belo;201;3;5;Apartamento;15000;19100;04605-000;Sul
Rua Embaú;Vila Clementino;90;2;1;Apartamento;3200;4651;04039-060;Sul
Avenida Açocê;Indianópolis;240;4;3;Apartamento;9200;14900;04062-000;Sul
Alameda das Boninas;Mirandópolis;280;3;4;Apartamento;7200;11380;04049-060;Sul
Rua Barão do Triunfo;Brooklin Paulista;109;2;1;Apartamento;4600;6618;04602-007;Sul
Rua das Hortênsias;Mirandópolis;336;4;3;Casa;10000;11550;04051-000;Sul
Rua Antônio de Macedo Soares;Campo Belo;136;3;2;Apartamento;4000;5987;04605-000;Sul
Rua Maurício Francisco Klabin;Vila Mariana;115;3;4;Apartamento;4560;7596;04120-020;Sul
Rua Barão Triunfo;Brooklin Paulista;108;2;1;Apartamento;4600;6757;04602-007;Sul
Alameda dos Araés;Planalto Paulista;157;3;3;Casa;7200;7986;04066-000;Sul
Avenida Jurucê;Indianópolis;305;4;4;Apartamento;9500;14200;04080-010;Sul
Rua Major Freire;Vila Monte Alegre;320;4;4;Casa;6000;7782;04306-000;Sul
Rua Santa Justina;Vila Olímpia;110;3;1;Apartamento;3702;5409;04545-040;Sul
Rua Conde de Porto Alegre;Campo Belo;200;0;4;Casa;12500;12790;04637-040;Sul
Rua Guaraiúva;Cidade Monções;230;3;4;Apartamento;15000;21620;04857-701;Sul
Alameda dos Guaramomis;Planalto Paulista;220;4;3;Apartamento;15000;20780;04076-010;Sul
Rua Domingos Augusto Setti;Jardim Vila Mariana;117;3;2;Apartamento;4280;6989;04116-040;Sul
Rua Serranos;Vila do Bosque;183;3;2;Casa;3760;3905;04147-030;Sul
Rua Conde de Porto Alegre, 606, Campo Belo;Campo Belo;150;3;2;Casa;4200;4761;04608-001;Sul
Rua das Sempre-vivas;Jardim das Acácias;150;3;1;Casa;5000;5812;04704-030;Sul
Rua Loefgren;Vila Clementino;96;3;2;Apartamento;4000;5700;04122-020;Sul
Avenida Divino Salvador;Planalto Paulista;69;2;1;Apartamento;4500;5824;04060-000;Sul
Avenida Senador Casemiro da Rocha;Mirandópolis;138;3;2;Apartamento;8000;10610;04047-000;Sul
Rua Edson;Campo Belo;311;4;6;Apartamento;15000;25510;04618-030;Sul
Rua Graúna;Vila Uberabinha;82;2;1;Apartamento;3700;5061;04506-000;Sul
Rua Califórnia;Cidade Monções;105;2;2;Apartamento;10230;12360;04566-060;Sul
Rua Flórida;Cidade Monções;100;3;2;Apartamento;6000;7874;04565-000;Sul
Rua Doutor Fadlo Haidar;Vila Olímpia;96;3;2;Apartamento;9900;11890;04545-050;Sul
Rua Álvaro Rodrigues;Vila Cordeiro;160;3;2;Apartamento;6500;9649;04582-000;Sul
Rua Antônio de Macedo Soares;Campo Belo;155;3;3;Apartamento;13000;16860;04605-000;Sul
Avenida Açocê;Indianópolis;119;3;1;Apartamento;5160;8359;04062-000;Sul
Rua Inhambu;Vila Uberabinha;130;3;2;Apartamento;7500;11460;04501-001;Sul
Alameda dos Anapurus;Indianópolis;142;2;2;Apartamento;9500;12070;04074-000;Sul
Rua Califórnia;Cidade Monções;116;3;2;Apartamento;7200;9577;04566-060;Sul
Rua Volta Redonda;Campo Belo;180;4;3;Apartamento;12700;15970;04605-000;Sul
Rua Getúlio Soares da Rocha;Jardim das Acacias;103;3;2;Apartamento;7000;8243;04704-050;Sul
Avenida Nova Independência;Brooklin Paulista;119;3;2;Apartamento;9000;12170;04561-000;Sul
Rua Geórgia;Campo Belo;72;2;1;Apartamento;3400;4647;04559-010;Sul
Rua Palermo;São Judas;150;3;2;Casa;3700;3991;04303-250;Sul
Rua Doutor Bacelar;Vila Clementino;73;2;1;Apartamento;6500;7282;04026-000;Sul
Rua Volta Redonda;Campo Belo;180;3;3;Apartamento;15000;18650;04605-000;Sul
Rua Baluarte;Vila Olímpia;90;2;1;Apartamento;2500;3361;04549-010;Sul
Vila da Saúde, São Paulo - Sp, 04055-040, Brasil;Vila da Saúde;160;4;1;Casa;4500;5033;04055-040;Sul
Avenida Jabaquara;Mirandópolis;96;3;1;Apartamento;3300;5010;04046-000;Sul
Rua Coronel Conrado Siqueira Campos;Jardim das Acácias;98;3;2;Apartamento;3500;4888;04703-003;Sul
Rua Vieira de Morais;Campo Belo;145;3;2;Apartamento;5000;6924;04601-000;Sul
Rua Barão do Triunfo;Brooklin Paulista;102;2;0;Apartamento;3370;4611;04602-007;Sul
Rua General Eloy Alfaro;Vila Mariana;230;3;2;Casa;4530;4968;04139-060;Sul
Rua Carneiro da Cunha;Vila da Saúde;67;2;0;Apartamento;2600;3325;04045-001;Sul
Rua Pascal;Campo Belo;192;4;3;Apartamento;10500;13870;04601-000;Sul
Rua Gandavo;Vila Mariana;143;3;2;Apartamento;8000;9727;04023-000;Sul
Rua Botucatu;Vila Clementino;75;2;0;Apartamento;2900;3976;04023-060;Sul
Rua Fiandeiras;Vila Olímpia;69;2;1;Apartamento;5000;6244;04506-000;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;155;3;2;Apartamento;7000;9710;04537-080;Sul
Avenida Miguel Estefno;Vila da Saúde;100;1;1;Casa em condomínio;1489;1652;04301-000;Sul
Rua Izar;Bosque da Saúde;114;3;3;Apartamento;6000;7939;04127-070;Sul
Rua Gabriel de Lara;Brooklin;140;4;2;Casa;6241;6869;04582-050;Sul
Avenida Itaboraí;Bosque da Saúde;68;2;1;Apartamento;4000;5343;04135-000;Sul
Rua Ituxi;Saúde;186;3;3;Apartamento;4710;7981;04055-020;Sul
Avenida Senador Casimiro da Rocha;Mirandópolis;84;3;2;Apartamento;5000;6791;04047-000;Sul
Rua João de Sousa Dias;Campo Belo;112;3;1;Apartamento;3758;5024;04618-000;Sul
Rua Moraes de Barros;Campo Belo;25;1;1;Casa;2500;2706;04611-000;Sul
Rua Gandavo;Vila Clementino;200;3;1;Casa;13000;14250;04023-000;Sul
Rua Alberto Afonso Martins;Vila Mariana;200;3;1;Apartamento;3150;5198;04119-050;Sul
Rua Princesa Isabel;Brooklin Paulista;152;3;2;Apartamento;6500;9774;04601-000;Sul
Rua Visconde de Inhaúma;Vila da Saúde;94;3;1;Apartamento;3950;5663;04145-030;Sul
Rua Barão do Triunfo;Brooklin;78;1;1;Apartamento;15000;16560;04602-007;Sul
Rua Júlio Diniz;Vila Olímpia;200;3;2;Casa;6900;8027;04547-090;Sul
Rua Indiana;Brooklin;124;4;2;Apartamento;15000;17630;04562-000;Sul
Rua Doutor Diogo de Faria;Vila Clementino;167;4;1;Apartamento;2900;5087;04037-000;Sul
Rua Guapiaçu;Vila Clementino;400;4;3;Casa;15000;16640;04024-020;Sul
Avenida Miguel Estefno;Vila da Saúde;150;2;1;Casa;2040;2226;04301-000;Sul
Rua Michigan;Cidade Monções;130;2;2;Apartamento;14000;16270;04566-000;Sul
